node_label,is_feature_based,laplacian_type,number_of_eigenvectors,use_kmean_for_silhouette,silhouette_score,rand_index,total_time,affinity_time,laplacian_time,clustering_time,adjusted_rand_index_time,memory_used,cpu_used
pubmed1,False,sym,3,True,0.9946320884762496,0.0004169219171345674,6374752.396583,253.822708,6217459.252208,156575.061,462.3425,66.387968,23.65
pubmed1,False,rw,3,True,0.9889087126061105,0.0003885767515890459,4950380.824042,125.403958,4703686.242583,246104.338666,464.249625,-110.166016,11.65
pubmed1,False,ad,3,True,0.995775485659462,0.0005469798820310786,7363505.252042,170.759334,7117575.281625,245341.849083,416.888833,2071.707648,10.85
