node_label,is_feature_based,laplacian_type,number_of_eigenvectors,use_kmean_for_silhouette,silhouette_score,rand_index,duration,memory_used,cpu_used
Citeseer,False,sym,6,True,0.6206637279696455,0.013723675686009126,699.7535400390625,-103.59375,0.05141849600000015
Citeseer,False,rw,6,True,0.6675853609350307,0.0008346481737636763,687.4680161476135,-3.359375,0.05687743999999961
Citeseer,False,ad,6,True,0.6350500470790078,0.0040825752690438425,464.701779127121,-2.75,0.05199423999999997
